3.0,4.0,0.1
15.0,4.0,0.7
6.0,9.0,0.1414
4.0,12.0,0.4243
9.0,2.0,0.5657
6.0,7.0,0.5099
7.0,6.0,0.5099
1.0,6.0,0.8062
15.0,14.0,0.4
14.0,1.0,1.1662
14.0,4.0,0.3
15.0,3.0,0.8
9.0,1.0,0.7
13.0,2.0,0.3606
1.0,7.0,0.3
