1.0,-0.5,-0.5,1.4142
2.0,-0.1,-0.2,0.922
3.0,0.5,-0.3,0.8
4.0,0.5,-0.2,0.7
5.0,0.1,-0.2,0.8062
6.0,-0.4,0.3,0.922
7.0,-0.5,-0.2,1.2207
8.0,0.3,-0.4,0.922
9.0,-0.5,0.2,1.044
10.0,0.2,-0.2,0.7616
11.0,-0.1,0.2,0.6708
12.0,0.2,0.1,0.5
13.0,-0.3,0.1,0.8944
14.0,0.5,0.1,0.4
15.0,0.5,0.5,0.0
