1.0,-0.5,-0.5,1.4142
2.0,0.1,-0.4,0.9849
3.0,0.1,-0.5,1.077
4.0,-0.2,-0.5,1.2207
5.0,-0.4,-0.5,1.3454
6.0,-0.2,-0.5,1.2207
7.0,-0.1,0.4,0.6083
8.0,-0.4,0.1,0.9849
9.0,0.5,-0.3,0.8
10.0,0.5,-0.3,0.8
11.0,-0.4,-0.3,1.2042
12.0,-0.5,-0.4,1.3454
13.0,0.5,-0.4,0.9
14.0,0.5,0.4,0.1
15.0,0.5,0.5,0.0
