14.0,15.0,0.1
13.0,15.0,0.9
13.0,9.0,0.1
7.0,9.0,0.922
8.0,1.0,0.6083
12.0,4.0,0.3162
14.0,13.0,0.8
15.0,14.0,0.1
15.0,9.0,0.8
9.0,14.0,0.7
9.0,7.0,0.922
14.0,8.0,0.9487
10.0,13.0,0.1
10.0,14.0,0.7
7.0,10.0,0.922
